tweet,label
@kayliefarmer @bbluedreamm no but if you dare i'll slay your ass you fruity quaffing tranny,1
@therealjb1rd they best not fuss about this basement bitch is like a skating rink,1
8220@tellmeboutlove gave that bitch a bib since she wanna act messy8221,1
@johnbishop100 top tip of the day if you want to be inconspicuous at an elbow gig don't wear a yellow jacket!,2
@fumingturnip @patvpeters o didn't know! sure he's a little bitch valerie jarrett on the other hand you betcha that guy knows eve8230,1
this bitch think i want her i'm in love wit da gwap,1
@spacecatpics meow bitches,1
@koolqueef i gave up calling my wife a nigger during sex for lent,1
i been getting money i ain't worried bout a hoe,1
@allzmicelz how she gets all the bitches,1
what i look like ho i look like yes and you look like no! @nickiminaj,1
@seanmdav since i know you're wondering @blakehounshell no cracker barrel is not a place to buy barrels full of crackers,2
@uptownbyrd philly full of these type hoes broke bitches!,1
my neice getting so big she ready to punch on sum bitches lol,1
do you know where i grew up skippy @mouzonebrother @psherm07 @echoeserrant @gigg423 @jstines3,2
i am a yankee by birth and lived much of my life in north i see no diff in level of racism @frendafox @melinwy @noahcrothman,2
the bitch got some nerve,1
@cumminssamantha lol @ you for being a dumb bitch,1
chill bitch,1
we don't hire bitches,1
squak squak squak squak me bird shut up! squak alex that was an act of defiance @alextalksback,2
@cyfyre @wesorrjames love you too my nig squad,2
@oskzilla go to sleep you fag!,1
im thinkin about using this beat and yeah i made it too bitch lol,1
emd hoe,1
@frankthetank215 @jimmccloskey fran is a hillbilly virginia mountain man who has pre1800s white anglosaxon beliefs frankensteinmd kikme,2
yall live for bitches and blunts we live for weed and money!,1
@iluvdrugz if a bitch dont act crazy over you she dont really want you,1
it was nice of you to unfollow me fag,0
i ain't got no pussy or weed i'm on that bitch suck my dick diet,1
she pooted 8220@not1fuckisgiven either young thug gay or this bitch pooted,0
already scratched off mines @kinghorsedick paying for pussy still on my bucket list,1
"@nowomanisright females say ""have a seat faggot"" amp they feel like they put a bullet in yo head",1
@hobokarl while the men will often be rambling and retarded the women will appear trashy and tipsy lawless and lustful,0
@cdiddy hate to break the news but u spam bro @mojogreen1217 a dyke a tuck her titties in the winter and start calling herself mr8230,1
"@yahdontsay ""@taecocky periods dont stop nothing but a sentence boo let me taste that pussy i bet u taste like quarters""",1
drake gets the bitches,1
i still think snap chat for faggots and high schoolers,0
my bitch ass buddy pmo,1
@legiqn write 16 bars about your side hoes and money so she knows it's real,1
"1 otakon badge now with what i'm going to lovingly refer to as my ""cripple ribbon""",1
i could go for a brownie right now,2
"when u see that bitch in 5 months like"" yea im having a boy ! "" bitch u was twerking on dicc on vday weknow",1
dmv nigguh dress funny as hell,1
"@rononealdc lmaooooooo @basedamerican ""ayo take this pic for me fam"" ""you think the bitches gon fuck with this pic""",1
@triggaplease nigger hello,1
@karengonski i wish i was one of those girls who guys liked no matter whatike i could wear sweats and my hair up and they would sti8230,2
@xmaiyaxmonike what's the difference between a main amp a side bitch shit y'all both getting feed lies amp dick!,1
@brianholmes2700 you a drunk bitch,1
she sharing her hoe she know though at least i hope she do lmao!,1
a hoe gon be a hoe that ain't a hunnid,1
@regankelly91 go the gulls first grade should be a cracker physical!,2
@ciscoallday why she a hoe we know about 5 dudes that hit kim 5 these hoes out here doing that in a week,1
and these hoes shallow shiesty trifling but we been knew that,1
@somayareece i am nice i am humble but i will still let a bitch know what's up! hunnnney,1
ima knock the pussy out like fight night,1
@officiallyice u might be a faggot if u pull outta the pussy to bust bro,1
@socosopretty and niggas don't be knowing the difference or want to believe that the bitch actually ugly,1
@diandrasaysso 8220@itzbreak like you have to be borderline retarded not to see andre 3000's elite skill level for example8221 yep! this go8230,1
@thatguynorman @miguepantoja trash,2
@smasey you're such a faggot,0
@gbithc this bitch think she cute and have all the guys over her hunny ur fake asf just like ur weave he dont even like u stfu,1
don't act all shy bitch slop that up,1
@leeniepunkin man fuck flappy bird,1
@truulifewisdom hoes be having 15 iphone cases and 4 pair of panties,1
i might need to get some hoes,1
top 5 stankiest pussies,1
@grizzboadams @wyattnuckels i'm on that straight cali kush bitch don't kill my vibe,1
yeaaa bitch i be with dog like shaggy yea we stay clean but we get dirty like harry,1
@manalynn i smiled first and then you mugged so of course ima mugg back can't bitch out lol,1
@hilariousbubble 8220what are you twelve8221 yeah on a scale of one to ten bitch,1
bitch get off my twitter hoe,1
foh @mizzcreme idgt @ethehustla good pussy don't neva get tired!,1
"""@deepthroatmike ""@boyssouth take me for a ride woof woof",2
@sfgiants trash smh game rigged bumgarner took roids,2
@cigarsnscotch what's black and yellow and not going to win this year wrong! the answer is tiger woods,0
"lmaooo nigga said a ""hol it down"" dyke was in the background",1
@heissarcastic math city bitch math math city bitch math city bitch math math city bitch 10 10 10 and 20 equals 50 bitch,1
"currently listening to ""the imperial march"" traditionally only played when preparing to slash bitches",1
@illegallybadd my boy said this last night i'll be in the gym bc i refuse to be sloppy like these bad built bitches lol,1
where's my money bitch,1
@craziestsex if you don't eat pussy you're childish and immature,1
@imoverseas hoes out here selling pussy for some new uggs! you disqualified,1
@gabrielaangela4 @jacklynannn @theonemissluu bitches lover the word quality because they quality bitches,1
corey is trash,1
@brookeschade @piperleigh @cassuhhhdeee @baylee247 all of yall stfu your all pussies and won't do shit,1
obama's hellfire missiles tend to vaporize jihadis @bemetor8 @puremonotheist uniteblue,2
@lildurk i hate a bitch that think they crazy,1
8220@iixixiii honesty is all i ask for8221 you ugly then a hoe then,1
hoes in my iphone,1
@omadoee i feel like mean girls are the only really really loyal ones lemme find me a bitch that hurt my feelings lol,1
fuck that nigga's shit up! olivia's pussy got fitz going batshit!,0
i don't pity or hate faggots sexual mutations are necessary side effect of evolution but proliferation at 4 is a sign humans fucked up,1
@l1ldebbie so it's rude to talk about fat bitches but it's cool to talk about skinny bitches! cus i know alot of thick hoes on the ver8230,1
@ogbeard if i got 50 and my girl got 0 then i still got 50 cause that bitch should have a job,1
@ccobb1573 8220@imfinddory can't spell slut without u bitch8221,1
don't you hate when someone you care about is dating a hoe but they won't listen to you,1
@princedemitri @theweek @russlljones typical hitchens type atheist and was watching a doc on how hollywood hates god ready to mock it,2
@sharpayydoll cunt nigger fuck balls tits cocksucker piss dick kike if you can't take swearing don't go on the god damn internet,1
well i wish i could shoot the shit wit u bitches but daddy gotta get dis money one,1
@andreberto can't wait for more peds is that it roid munching faggot,0
8220@mosoknowso if a photographer doesn't have a back story on how he started he did it for pussy believethat8221 cantknockthahussle,1
shoot out wit yo niccas you da type to throw da pistol,1
@idntwearcondoms stop stalkin your girl social media u bitch ass nigga,0
abed looks like he has to take a shit bro pic brolic boyswhotakepicsinsuits tie swag hoes on us,1
making sweet love to my hand cause i cant buy a hoe tonight,1
@joribunni he talkin bout we wanna be human and i'm just like bitch whet,1
"you hoes love sayin ""you think you cute huh"" naa you do",1
2 adult human skulls found in trash,2
idk maybe it's just me being bitter but giving bitches money and just being a genuine nigga ain't got me nowhere so fuck that struggle hoe,1
some bitches are relentless you can curve her a hundred times and she still wants the dick,1
this lit bitch jayonna in the class im an aide in is sooo funny,1
"@decider 2 on the field 1 in our hearts! what if @yankees star derek jeter starred in ""back to school"" yank8230",2
@jazzriley can't put my trust in no bitch,1
@igbbreezy don't wife a hoe amp end up like these 2,1
@iiak i hate seeing a nice fee wit a weak nigga be like girl yu retarded r sumn! uon know yu cud have me!,1
@asinglebear i accidentally ate a few fireflies last night while chewing some leaves i found the shameful yellow glow of my mouth wa8230,2
"""searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make caribbean jerked chicken in redneck land",1
"@aianhangover ""bae"" means ""before anyone else"" i've been here thinking it's a ghetto word for babebaby",2
@dopekorean lmfao putting on for twitter i see fat bitch,1
i got a measly 506 followers on instagram that's probably why these bitches ain't takin me serious,1
"@tevgonzalez ""@logpopz if you love her hide your bitch so you keep shorty""",1
@doyoudream cant spell above and beyond without hoe,1
@assholegod hate fags the answer's yes,0
@glodeh her shitty booty ass talm about its a prep rally how bitch how what y'all preparing for,1
"@alexiswoa "" now i know why niggas have sides my bitch boring """,1
drunkkkk hotboxing these kushy blunts straight bumpin aob this hoe on some other shit bro i got mind fucked like when black zetzu betrayed,1
@xsamanthaelaine 1 good girl is worth 1000 bitches amp people still fail to realize that,1
love you more than those bitches before say you'll remember baby say you'll remember i will love you until the end of time 9203,1
i titty wrecked ya bitch,1
8220@thqcheerios 8220@tropicalblanket go to sleep bitch8221stfu,1
if you not his momma or his sisters goodbye bitch! i do not have time for that,1
like real shit dude da closest nicca i done seen to ai,1
"@rayiopez ""make me ur wcw"" ""how many girls do u talk to"" ""am i ur side hoe"" ""tweet about me so i know it's real""",1
' baby moanin got me zone'nn i want this bitch next too me pussy like ecstasy,1
